Respondent ID: Respondent ID,Language: Language,Q1: What is your age?,Q48: What best describes your location?,Q2 Recoded: What is your preferred language?,Q3: How well can you read and write in English?,Q4: Has the general preference for use of English in open source negatively affected your ability to participate?,Q28: Which best describes your employment (paid work) status?,"Q29: In your main job, how often do you contribute to open source communities?","Q44: Do you identify as a person with a dis/ability? For the purpose of this survey we define dis/ability as a long-term physical, mental, intellectual, or sensory impairment which, in interaction with various attitudinal and environmental barriers, hinders your full and effective participation in society on an equal basis with others.","Q49_01: With which racial background(s) do you identify? If multiracial, check all that apply. Asian","Q49_02: With which racial background(s) do you identify? If multiracial, check all that apply. Black","Q49_03: With which racial background(s) do you identify? If multiracial, check all that apply. Hispanic/Latinx","Q49_04: With which racial background(s) do you identify? If multiracial, check all that apply. Native or Indigenous","Q49_05: With which racial background(s) do you identify? If multiracial, check all that apply. Pacific Islander","Q49_06: With which racial background(s) do you identify? If multiracial, check all that apply. White","Q49_07: With which racial background(s) do you identify? If multiracial, check all that apply. Prefer not to answer","Q49_08_None of above the above: With which racial background(s) do you identify? If multiracial, check all that apply. None of the above",Q50_01: What is your gender? Woman,Q50_02: What is your gender? Man,Q50_03: What is your gender? Non-binary / third gender,Q50_04: What is your gender? Prefer not to answer,Q50_05: What is your gender? Other,"Q51: Do you consider yourself to be gender non-conforming, gender diverse, gender variant, or gender expansive?",Q52: Do you consider yourself to be transgender?,Q53_01: What is your sexual orientation? (check all that apply)? Asexual,Q53_02: What is your sexual orientation? (check all that apply)? Bisexual,Q53_03: What is your sexual orientation? (check all that apply)? Gay,Q53_04: What is your sexual orientation? (check all that apply)? Heterosexual or straight,Q53_05: What is your sexual orientation? (check all that apply)? Questioning,Q53_06: What is your sexual orientation? (check all that apply)? Lesbian,Q53_07: What is your sexual orientation? (check all that apply)? Pansexual,Q53_08: What is your sexual orientation? (check all that apply)? Queer,Q53_09: What is your sexual orientation? (check all that apply)? Prefer not to answer,Q53_None_of_the_above: What is your sexual orientation? (check all that apply)? None of the above
12829657429,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",Asian,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829659078,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829659245,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829659484,English,25 to 34 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,Asian,,,,,,,,Woman,,,,,No,No,Asexual,,,,,,,,,
12829660338,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829661090,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Retired,,"Yes, I identify as a person with a dis/ability",,,,,,White,,,,Man,,,,Yes,No,Asexual,,,,,,,,,
12829661452,English,25 to 34 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,No,,,,,,White,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12829662893,English,25 to 34 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Other,,No,,,,,,,Prefer not to answer,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12829663298,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829663989,English,65 to 74 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed part time,Never,No,,,,,,White,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829665684,English,25 to 34 years,"North America (United States, Canada, and Mexico)",,Moderately well,No,Employed full time,Rarely,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829667067,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,No,,,,,,White,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829667402,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,Prefer not to say,Self-Employed full or part time,Rarely,No,Asian,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829668329,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829670114,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829671376,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829672243,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,,Man,,,,Yes,No,,Bisexual,,,,,,,,
12829674822,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829678905,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829679873,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,No,,,,,,White,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829679972,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,Prefer not to say,Employed full time,Occasionally,No,,,,,,White,,,Woman,,,,,No,No,,Bisexual,,,,,Pansexual,,,
12829680595,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829682302,English,55 to 64 years,"North America (United States, Canada, and Mexico)",Spanish,Very well,No,Employed full time,Occasionally,No,,,Hispanic/Latinx,,,,,,,,,Prefer not to answer,,No,No,,,,,,,,,Prefer not to answer,
12829684113,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829684229,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829687827,English,Prefer not to say,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,,
12829689143,English,65 to 74 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829689315,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,"Yes, I identify as a person with a dis/ability",,Black,,Native or Indigenous,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829689339,English,25 to 34 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,No,Asian,,,,,White,,,,Man,,,,No,No,,,,,Questioning,,,,,
12829689650,English,25 to 34 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed part time,Rarely,No,,Black,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829690967,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,,,Black,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829691109,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Permanently not working due to dis/ability or other commitments,,"Yes, I identify as a person with a dis/ability",,,,,,White,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12829693382,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829693886,English,65 to 74 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Retired,,No,,,,,,White,,,,Man,,,,Questioning,No,,,,Heterosexual or straight,,,,,,
12829694618,English,75 years or older,"North America (United States, Canada, and Mexico)",English,Very well,No,Retired,,No,,,,,,,Prefer not to answer,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829696476,English,65 to 74 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Retired,,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829697862,English,35 to 44 years,"North America (United States, Canada, and Mexico)",Spanish,Very well,Yes,Employed full time,Frequently,No,,,Hispanic/Latinx,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829698453,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Self-Employed full or part time,Frequently,"Yes, I identify as a person with a dis/ability",,,,,,White,,,,,Non-binary / third gender,,,Yes,No,,,,,,,,,,None of the above
12829702696,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,No,,,,,,White,,,,Man,Non-binary / third gender,,,Questioning,No,,,,Heterosexual or straight,,,,,,
12829709015,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829709725,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Temporarily not working,,No,,,,,,,Prefer not to answer,,Woman,,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12829712074,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,Black,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12829712110,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829712267,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829714537,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829723823,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829725116,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829726662,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829727408,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Moderately well,No,Employed full time,Rarely,No,Asian,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829727557,English,75 years or older,"North America (United States, Canada, and Mexico)",English,Very well,No,Retired,,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829727746,English,65 to 74 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829728673,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,No,,,,,,White,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12829729544,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,No,,Black,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829730482,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829732240,English,65 to 74 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Temporarily not working,,"Yes, I identify as a person with a dis/ability",,,,,,White,,,,Man,,,,Yes,No,Asexual,,,,,,,,,
12829733483,English,25 to 34 years,"North America (United States, Canada, and Mexico)",English,Very well,No,,Occasionally,No,,Black,,,,White,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12829733771,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,No,,,,,,White,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12829733887,English,35 to 44 years,"North America (United States, Canada, and Mexico)",All other answers,Very well,No,Employed full time,Rarely,No,Asian,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829734964,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829737911,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829738171,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Full-time university student,,No,,,,,,White,,,,Man,,,,No,No,,,Gay,,,,,,,
12829738840,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,"Yes, I identify as a person with a dis/ability",,,,,,White,,,,,Non-binary / third gender,,,Yes,Questioning,Asexual,,,,,,,,,
12829738845,English,25 to 34 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,"Yes, I identify as a person with a dis/ability",,,,,,White,,,Woman,,,,,No,Yes,,Bisexual,,,,,Pansexual,Queer,,
12829739989,English,25 to 34 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,No,,,,,,White,Prefer not to answer,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829740115,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829742178,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,No,,,,,,White,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829744041,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829744453,English,75 years or older,"North America (United States, Canada, and Mexico)",English,Very well,No,Retired,,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829745286,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,Yes,Employed full time,Never,"Yes, I identify as a person with a dis/ability",Asian,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12829746694,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,Black,,,,White,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829746880,English,65 to 74 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Other,,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829747277,English,35 to 44 years,"North America (United States, Canada, and Mexico)",,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,Hispanic/Latinx,,,,,,,,Non-binary / third gender,,,Yes,Yes,,Bisexual,,,,,,Queer,,
12829748110,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,No,,,,,,White,,,,Man,,,,No,No,Asexual,,,,,,,,,
12829749010,English,25 to 34 years,"North America (United States, Canada, and Mexico)",Spanish,Moderately well,No,Employed full time,Rarely,No,,Black,Hispanic/Latinx,,,,,,,Man,,,,No,No,,,,,,,,,,None of the above
12829749671,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Self-Employed full or part time,Never,No,,,,,,White,,,Woman,,,,,Yes,No,,,,,,Lesbian,,Queer,,
12829754761,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,No,,,,,,White,,,,Man,,,,Questioning,No,,,,Heterosexual or straight,,,,,,
12829755542,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829756525,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,No,,,,,,White,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829756623,English,25 to 34 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,No,,,,,,,Prefer not to answer,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829757246,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829758831,English,65 to 74 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,Native or Indigenous,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829759139,English,25 to 34 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829759481,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Temporarily not working,,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829760058,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829760483,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,Black,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829763418,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed part time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,Prefer not to answer,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829764433,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829764827,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Self-Employed full or part time,Never,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829767402,English,55 to 64 years,"North America (United States, Canada, and Mexico)",Spanish,Moderately well,No,Temporarily not working,,No,,,Hispanic/Latinx,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829770320,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829773284,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Temporarily not working,,"Yes, I identify as a person with a dis/ability",,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829773423,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,"Yes, I identify as a person with a dis/ability",Asian,Black,,Native or Indigenous,Pacific Islander,White,,,,Man,,,,Yes,Questioning,Asexual,,,Heterosexual or straight,,,,,,None of the above
12829778556,English,65 to 74 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Retired,,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829784937,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829787155,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,No,,Black,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829790138,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,,Man,,,,No,No,,,,,,,Pansexual,,,
12829791739,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829792158,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,,Prefer not to answer,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12829792214,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Self-Employed full or part time,Rarely,No,,,Hispanic/Latinx,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829794025,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,"Yes, I identify as a person with a dis/ability",,,,,,White,,,,Man,,,,No,No,,Bisexual,,,,,,Queer,,
12829795263,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829796382,English,65 to 74 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Retired,,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829796712,English,25 to 34 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Temporarily not working,,No,,Black,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829798023,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829800547,English,18 to 24 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,Black,,,,,,,,,Non-binary / third gender,,,Yes,Yes,Asexual,,,,,,,,,
12829801249,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Retired,,No,,,,,,White,,,,Man,,,,No,No,Asexual,,,,,,,,,
12829806338,English,25 to 34 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,"Yes, I identify as a person with a dis/ability",,,Hispanic/Latinx,,,White,,,,Man,,,,No,Yes,,Bisexual,,,,,,,,
12829808838,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,"Yes, I identify as a person with a dis/ability",,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829815842,English,25 to 34 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,"Yes, I identify as a person with a dis/ability",,Black,,,,White,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829817733,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Other,,"Yes, I identify as a person with a dis/ability",,,,Native or Indigenous,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829817852,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829824461,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,Woman,,,,,No,No,,Bisexual,,,,,,,,
12829826318,English,65 to 74 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Retired,,No,,,Hispanic/Latinx,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829827646,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829829525,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,No,,,,,,White,,,,Man,,,,No,No,,,Gay,,,,,,,
12829831093,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,"Yes, I identify as a person with a dis/ability",,,,,,White,,,Woman,,,,,Yes,Yes,,,,,,Lesbian,,Queer,,
12829831564,English,45 to 54 years,"North America (United States, Canada, and Mexico)",,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829832134,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829836831,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Never,No,,,,Native or Indigenous,,White,,,,Man,,,,Questioning,No,,,,Heterosexual or straight,,,,,,
12829849718,English,65 to 74 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Other,,No,,Black,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829855370,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,No,,,,,,White,,,,Man,,,,No,No,,,,,,,,,,None of the above
12829857688,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Retired,,"Yes, I identify as a person with a dis/ability",,Black,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829857738,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829860414,English,35 to 44 years,"North America (United States, Canada, and Mexico)",All other answers,Very well,Yes,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,Black,Hispanic/Latinx,Native or Indigenous,,White,,,,,Non-binary / third gender,,,Yes,Yes,,,,,,,,,Prefer not to answer,
12829861335,English,45 to 54 years,"North America (United States, Canada, and Mexico)",English,Very well,Yes,Employed full time,Never,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829862420,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,White,,,Woman,,,,,No,Yes,,Bisexual,,,,Lesbian,Pansexual,,,
12829864289,English,25 to 34 years,"North America (United States, Canada, and Mexico)",English,Moderately well,No,Self-Employed full or part time,Never,No,,,,,,White,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829866137,English,35 to 44 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Occasionally,No,,,,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829869840,English,25 to 34 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Frequently,No,,,,,,White,,,Woman,,,,,Yes,Yes,,,,Heterosexual or straight,Questioning,,,,,
12829871086,English,55 to 64 years,"North America (United States, Canada, and Mexico)",English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,Hispanic/Latinx,,,White,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
